"name","origin","threat","speakers","lat","lon","desc"
"Northwestern Tlapanec","Mexico","Vulnerable","8409",17.5595,-98.9332,"Municipality of Atlixtac, state of Guerrero"
"Dene","Canada","Vulnerable","8195",56.4807,-109.4127,"Spread over 28 communities in Canada"
"Micmac (Massachusetts)","United States of America","Definitely endangered","8145",42.3589,-71.0578,"The majority of U.S. speakers live in the Boston, Massachusetts area; Canadian communities are Restigouche, Quebec; Big Cove, New Brunswick; and Eskasoni,  Nova Scotia."
"Argobba","Ethiopia","Critically endangered","8000",10.5958,39.9792,""
"Austral dialects","French Polynesia (France)","Definitely endangered","8000",-23.3775,-149.4909,"Austral Islands (Rurutu, Tupuai, Rimatara, Raivavae)"
"Belanda Bor","Sudan","Definitely endangered","8000",6.4954,27.7404,""
"Feroge","Sudan","Vulnerable","8000",8.5049,25.7189,""
"Hachij","Japan","Definitely endangered","8000",33.11,139.7891,"the Hachij and Aogashima Islands of the Izu Archipelago south of Tokyo; an outlying dialect of Japanese not listed at all by the SIL"
"Inga","Colombia","Severely endangered","8000",1.1658,-77.0011,"Sibundoy Valley in and around Santiago, San Andrí©s and Colí_n; Aponte (Department of Narií±o)"
"Kanga","Sudan","Severely endangered","8000",10.844,29.4708,""
"Lajia","China","Definitely endangered","8000",23.7439,110.0526,""
"Lakha","Bhutan","Definitely endangered","8000",27.5898,90.3735,"äó»Wangdi Phodräó»a district"
"Mbya Guarani (Paraguay)","Paraguay","Definitely endangered","8000",-26.5099,-55.2832,""
"Mundurukí_","Brazil","Vulnerable","8000",-8.1027,-57.3486,""
"Ojibwe","United States of America","Severely endangered","8000",46.0706,-93.6677,"Spoken in the states of Minnesota, Wisconsin, and Michigan."
"Quichua (Salasaca)","Ecuador","Definitely endangered","8000",-1.3511,-78.6511,"Province of Tungurahua (Central Highlands), San Pedro de Pelileo county, Garcí_a Moreno and  Salasaca Parishes"
"Rongpo","India","Vulnerable","8000",30.7229,79.7387,"Uttarakhand, Chamoli dt. "
"Sanyi","China","Severely endangered","8000",24.9262,102.5134,""
"Temuan","Malaysia","Severely endangered","8000",3.3709,101.984,""
"Tingal","Sudan","Definitely endangered","8000",12.238,31.1215,""
"Wampis","Peru","Vulnerable","8000",-3.4476,-77.7941,"Departamentos de Amazonas  y Loreto; cuenca de  rí_os Morona y Santiago."
"Wunai Bunu","China","Definitely endangered","8000",24.4146,107.8378,""
"Yanesha","Peru","Severely endangered","8000",-10.3743,-75.2343,"Depto. de  Cerro de Pasco, Prov. de  Oxapampa, cuenca de  rí_o Palcazu.
Depto. de Juní_n, Prov. de Chanchamayo, alto Perení©."
"Mam (Mexico)","Mexico","Severely endangered","7977",17.3661,-93.5334,"Locality of Chimalapa  and others in Municipality of  Mazapa de Madero, municipalities of Amatenango de la Frontera, Bejucal de Ocampo, Comalapa, Huehuetíçn, Mototzintla, and others in the state of Chiapas; municipalities of Campeche and Othí_n P. Blanco in the state of Campeche"
"Pana","Burkina Faso","Definitely endangered","7800",13.165,-3.4277,""
"Macushi (Guyana)","Guyana","Vulnerable","7750",3.6888,-59.4799,"Rupununi savannahs in the southwestern part of Guyana. More in Roraima (Brazil)."
"Chukchi","Russian Federation","Severely endangered","7742",67.6248,176.1767,"most parts of Chukchi Autonomous District and adjacent regions in Koryak Autonomous District and Lower Kolyma (Nizhnekolymskiy) County in the Republic of Sakha (Yakutia)"
"Cabí©car","Costa Rica","Vulnerable","7622",9.9012,-83.6844,"Atlantic watershed and southern Pacific slopes of the Talamanca range in southern Costa Rica according to Constenla"
"Awa Cuaiquer","Colombia","Critically endangered","7500",1.4939,-78.5742,"Mainly in the department of Narií±o, adjacent to Ecuador, between Pasto and the  Pacific ocean"
"Lishana Deni (Israel)","Israel","Severely endangered","7500",31.7748,35.1013,"Jerusalem and  vicinity and in the rest of the country.  Population immigrated  from northwest Iraqi Kurdistan in early 1950's."
"Central Pame","Mexico","Vulnerable","7399",21.9208,-99.3741,"Santa Catarina, Tamasopo (state of San Luis Potosí_)"
"Puinave","Colombia, Venezuela (Bolivarian Republic of)","Definitely endangered","7377",4.434,-68.1591,"Colombia: On the Inirida river in the department of Guainí_a. Also in Guaviare and Vichada. Venezuela: In Atabapo (Amazonas)."
"Mebengokre","Brazil","Vulnerable","7266",-6.5569,-52.4707,"Both the Kayapí_ and the Xikrin call themselves Mebengokre and speak dialects of the same language.  Older Xikrin don't consider themselves Kayapí_.  The various village names (A'ukre, Gorotire, Kokrimoro, etc) are often confused with dialects or languages."
"Tunebo","Colombia, Venezuela (Bolivarian Republic of)","Definitely endangered","7231",6.4463,-72.0483,"Departments of Boyacíç (eastern slopes of the Siera Nevada del Cocuy), Norte de Santander, Casanare and Arauca (Colombia)."
"Quechua of Peruvian Amazonia","Peru","Vulnerable","7200",-2.3723,-74.1137,"Preferentemente  en el Dpto. de  Loreto, pero tambií©n en algunas  zonas de  Madre de Dios."
"Asur","India","Definitely endangered","7000",22.4719,84.9023,""
"Bashkardi","Iran (Islamic Republic of)","Definitely endangered","7000",28.5169,57.7551,"Eastern Hormozgan, Southern Kerman, and possibly southwestern Sistan and Baluchistan provinces."
"Burji","Kenya","Vulnerable","7000",2.1857,37.9248,""
"Choyi","China","Definitely endangered","7000",30.8519,99.6659,""
"Gazi","Iran (Islamic Republic of)","Definitely endangered","7000",32.8036,51.6211,"Gaz region, Iran"
"Guichong","China","Vulnerable","7000",30.8148,101.7021,""
"Karagash","Russian Federation","Definitely endangered","7000",47.2643,47.2412,"Krasnoyarskiy and Kharabali counties in Astrakhan Province; an outlying dialect of Nogay not listed at all by the SIL"
"Natanzi","Iran (Islamic Republic of)","Severely endangered","7000",33.452,51.3006,"Natanz, Isfahan Province, Iran"
"Nayini","Iran (Islamic Republic of)","Severely endangered","7000",32.8519,53.1573,"Nayin and Anarak, Esfahan Province, Iran"
"Parya","Uzbekistan, Tajikistan, Afghanistan","Severely endangered","7000",38.5094,68.0932,"Hissor Valley of western Tajikistan, Surkhandarya Valley of Uzbekistan and Kunduz region of Afghanistan"
"Segeju","United Republic of Tanzania","Severely endangered","7000",-4.8173,39.0783,""
"Sivandi","Iran (Islamic Republic of)","Definitely endangered","7000",29.9168,51.5945,"Sivand, Fars Province , Iran"
"Soi","Iran (Islamic Republic of)","Definitely endangered","7000",31.6533,55.6787,"Central Iran"
"Tucano (Brazil)","Brazil","Vulnerable","7000",0.1757,-67.2363,"Tukano is spoken by various people who are not ethnically Tukano, increasing the speaker numbers"
"Wapishana (Guyana)","Guyana","Vulnerable","7000",2.3065,-59.6997,"Southwestern part of Guyana (area of Lethem, western tributaries of the Essequibo). State of Roraima, Brazil."
"Yulu","Central African Republic, Democratic Republic of the Congo, Sudan","Vulnerable","7000",8.3854,24.1754,""
"Zhaba","China","Vulnerable","7000",31.4,100.4734,""
"Sakapultek","Guatemala","Definitely endangered","6973",14.9752,-91.0527,"Sacapulas"
"Chara","Ethiopia","Vulnerable","6932",6.479,36.3647,""
"Kosraean","Micronesia (Federated States of), Nauru","Severely endangered","6900",5.322,162.9904,"Also spoken on Nauru"
"Waunana (Panama)","Panama","Severely endangered","6882",8.2984,-78.1018,"Southern Panama Lowlands"
"San Francisco del Mar Huave","Mexico","Critically endangered","6874",16.3333,-94.5166,"Municipality of San Francisco del Mar, state of Oaxaca"
"Northern East Cree","Canada","Vulnerable","6870",53.6916,-78.8011,"Spread over 5 communities in Canada"
"Micmac (Canada)","Canada","Vulnerable","6850",45.9646,-60.6172,"Spread over 32 communities in Canada"
"Northern Tepehuíçn","Mexico","Definitely endangered","6802",26.4258,-107.2683,"Baborigame in the state of Chihuahua"
"Miju","China, India","Vulnerable","6700",28.1155,96.2896,"Arunachal Pradesh, Lohit and Anjan districts"
"Rio Grande Keresan","United States of America","Definitely endangered","6685",35.5147,-106.3655,"Spoken in five pueblos north of Albuquerque, NM:  Zia, Santa Ana, San Felipe, Santo Domingo, and Cochiti."
"Western Mazatec","Mexico","Vulnerable","6639",18.1351,-96.9057,"Municipalities of San Lucas Zoquiapan and San Martí_n Toxpalan"
"Bussa","Ethiopia","Vulnerable","6624",5.7225,37.1406,""
"Beli","Sudan","Definitely endangered","6600",6.4736,29.2675,""
"Chesu","China","Definitely endangered","6600",24.4211,102.0459,""
"Thuri","Sudan","Vulnerable","6600",8.4397,25.4333,"Southern Sudan between Wau and Aweil, between Jur and Lol rivers, on Raga-Nyamlell road, and on Wau-Deim Zubeir road."
"Karata","Russian Federation","Definitely endangered","6574",42.5874,46.3348,"nine villages, including Karata and Tokita (Tukita), in Akhvakh County in the Republic of Daghestan"
"Saulteau","Canada","Vulnerable","6558",50.5573,-98.6562,"Spread over 70 communities in Canada"
"KumÛle","Nepal","Severely endangered","6533",27.788,84.548,"GorkhÛ district"
"Lower Northwestern Otomí_","Mexico","Vulnerable","6509",20.1865,-100.1469,"Santiago Mexquititlíçn Municipality of Amealco, Querí©taro"
"Dimme","Ethiopia","Vulnerable","6501",5.9548,36.2988,""
"Chiquitano (Bolivia)","Bolivia (Plurinational State of)","Definitely endangered","6500",-16.5835,-61.6113,"In the department of Santa Cruz, Bolivia: provinces of íïuflo de Chíçvez, Velasco, Chiquitos, A. Sandoval, Germíçn Busch.
In the state of Mato Grosso, Brazil. The most active speakers are in the Lomerí_o area, near the mission town of Concepcií_n."
"Tumtum","Sudan","Severely endangered","6500",10.477,30.4321,""
"Bezhta","Russian Federation","Definitely endangered","6461",42.1369,46.1508,"the villages of Bezhta, Tlyadal, and Khasharkhota in Tsunta County in the Republic of Daghestan"
"Thakali","Nepal","Vulnerable","6441",28.7146,83.6478,"KÛlÛ Gaà_àakÛ river valley"
"Dongotono","Sudan","Vulnerable","6219",4.965,35.321,"Southern Sudan, 
Eastern Equatoria Province, 
Dongotono Hills southeast of Torit."
"Mawí©","Brazil","Vulnerable","6219",-3.8642,-56.7773,""
"Shor","Russian Federation","Severely endangered","6210",53.0544,87.7478,"the southern parts of Kemerovo Province and adjacent regions"
"Central Tlapanec","Mexico","Vulnerable","6191",17.2624,-98.7482,"Municipality of Tlacoapa, state of Guerrero"
"Oji-Cree","Canada","Vulnerable","6110",53.8141,-94.8977,"Spread over 18 communities in Canada"
"Keiga","Sudan","Severely endangered","6072",11.3184,29.696,""
"Ampibabo Lauje","Indonesia","Vulnerable","6000",0.3295,120.1904,"Sulawesi"
"Cashinahua (Brazil)","Brazil","Vulnerable","6000",-9.2603,-71.5304,"The group lives in Indigenous Lands: Alto Rio Purus; Igarapí© do Caucho; Katukina/Kaxinawíç; Kaxinawíç do Baixo Rio Jordí£o; Kaxinawíç do Rio Humaitíç; Kaxinawíç do Baixo Rio Jordí£o; Kaxinawíç do Seringal Curralinho; Kaxinawíç Nova Olinda; Kaxinawíç/ Ashaninka do Rio Breu - Acre State - Brazil.
Peru: villages Balta, Colombiana and San Martin
Brazil: Mucuripe
"
"Geji cluster","Nigeria","Severely endangered","6000",10.196,9.5581,""
"Mbya Guarani (Brazil)","Brazil","Vulnerable","6000",-30.1451,-50.625,""
"Moklen","Myanmar, Thailand","Definitely endangered","6000",8.1953,98.3036,""
"Nauruan","Nauru","Severely endangered","6000",-0.53,166.9221,"Nauru Island"
"Nheengatu / Yeral (Brazil)","Brazil","Severely endangered","6000",-0.4833,-67.0166,"There are a number of dialects of Nheengatu, the dialect of the Upper Rio Negro (the Middle Rio Negro is similar) being much more known."
"Parachi","Afghanistan","Definitely endangered","6000",34.4658,68.637,"Villages in Nijrau,Tagau, Pachaghan, Shutul, Ghujula in Hindu Kush Valley near Kabul. Afghanistan"
"Quechua of San Martí_n","Peru","Severely endangered","6000",-6.5336,-76.4428,"En el departamento de  San Martí_n, provincia de  Lamas, poblado de Wayqo, entre otros."
"Sawkna","Libyan Arab Jamahiriya","Critically endangered","6000",27.252,17.7539,"According to Ethnologue, the language is spoken in the Tripolitania region."
"Sulung","China, India","Definitely endangered","6000",27.839,92.8784,"Arunachal Pradesh, northeast corner of East Kameng Dt."
"Tindi","Russian Federation","Definitely endangered","6000",42.466,46.1453,"the villages of Tindi, Angida, Aknada, Echeda, and Tissi in Tsumada County in the Republic of Daghestan"
"Western Apache","United States of America","Definitely endangered","6000",33.2563,-110.4637,"speakers are located in Arizona at five locations: San Carlos Apache Reservation, Ft. Apache Reservation, Tonto Reservation (Payson), Ft. McDowell Reservation (Scottsdale), Camp Verde Reservation"
"Yanomami (Brazil)","Brazil","Vulnerable","6000",3.0746,-63.457,""
"Yazgulami","Tajikistan","Severely endangered","6000",38.1982,71.4276,"Yazgulam valley, Vanj district, Gorno Badakhshan Autonomous Region, Tajikistan"
"Chantyal","Nepal","Definitely endangered","5912",28.4493,83.4054,"MyÛgdÛ district."
"Mortlockese","Micronesia (Federated States of)","Definitely endangered","5904",5.5811,153.5668,"Mortlock Islands"
"Baní_wa do Ií_ana","Brazil, Colombia, Venezuela (Bolivarian Republic of)","Vulnerable","5811",1.2743,-68.291,""
"Akawaio (Guyana, Venezuela)","Guyana, Venezuela (Bolivarian Republic of)","Definitely endangered","5800",5.3753,-60.5126,"Mainly in the Mazaruni River Basin (Guyana), also in Gran Sabana region of Venezuela (state of Bolí_var)."
"Akhvakh","Russian Federation","Definitely endangered","5793",42.472,46.3238,"six villages in Akhvakh County and the villages of Ratlub, Tlyanub, and Tsegob in Kakhib County in the Republic of Daghestan in the Russian Federation; expatriate community of Akhvakh-dere in Kuba (Quba) County in Azerbaijan"
"Veps","Russian Federation","Severely endangered","5753",60.3269,34.8046,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozhäó»ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County"
"Qikiqtaaluk nigiani","Canada","Vulnerable","5740",63.7577,-68.5178,"Spread over 5 communities in Canada"
"Sipakapense","Guatemala","Definitely endangered","5687",15.2121,-91.6335,"Sipacapa in the municipality of San Marcos"
"Bribri (Costa Rica)","Costa Rica","Vulnerable","5647",9.5596,-83.3073,"Southern Atlantic and Pacific slopes of Talamanca range according to Constenla; Cantí_n of Talamanca, Limí_n province; cantí_n of Buenos aires, Punta Arenas province according to Ethnologue"
"Bainouk-Gunyaamolo","Senegal","Vulnerable","5635",12.7421,-16.1141,""
"Kwatay","Senegal","Severely endangered","5625",12.4204,-16.7596,""
"Baheng (Viet Nam)","Viet Nam","Vulnerable","5569",22.8166,106.35,""
"Central Zoque","Mexico","Definitely endangered","5500",17.0965,-93.2095,"Municipalities of Copainalíç, Ostuacíçn, Tecpatlíçn, state of Chiapas"
"Dameli","Pakistan","Severely endangered","5500",35.578,71.8684,"Damel valley, sourthern Chitral district, NWFP, Pakistan"
"Sak (Bangladesh)","Bangladesh","Severely endangered","5500",21.5041,92.2055,""
"Yidgha","Pakistan","Definitely endangered","5500",36.0024,71.6006,"Lutkuh Valley of Chitral, west of Garam Chishma in Chitral district, NWFP, Pakistan"
"Southeastern Tarahumara","Mexico","Vulnerable","5406",26.0891,-106.9645,"Localities of Chinatí_ and others in the municipality of Guadalupe y Calvo in the state of Chihuahua"
"Chimaní©","Bolivia (Plurinational State of)","Vulnerable","5300",-15.2629,-66.8518,"Near San Borja, province of Balliviíçn, department of Bení_ (Bolivia)."
"Dilling","Sudan","Definitely endangered","5295",12.0178,29.663,""
"San Dionisio del Mar Huave","Mexico","Definitely endangered","5165",16.3166,-94.75,"Municipality of San Dionisio del Mar, state of Oaxaca"
"Lafofa","Sudan","Severely endangered","5140",10.3716,30.6243,""
"Akeu","Lao People's Democratic Republic, Myanmar, Thailand","Definitely endangered","5000",21.5833,101.0166,""
"Anung (China)","China","Critically endangered","5000",26.7368,98.7766,""
